S1PR3
GRAP2
SHC1
CBL
CRKL
LYN
VAV3
EFNA4
PIK3R3
PTPN11
GRB2
CRK
CDCP1
EGF
IL6
TNF
INS
MTCP1
PTEN
IL1B
FN1
PTPN18
GAB1
NRG2
PTPN12
ERBB3
EHMT2
WIZ
ZNF200
CAMKMT
PRDM12
YAF2
ZNF644
PLOD3
EHMT1
PCGF6
RCOR1
XAGE2
MIER2
KDM1B
MBD3
E2F6
CBX1
ZNF462
HDAC2
HDAC1
HDAC3
HDAC6
HDAC8
MBD3L1
H2AB2
MTA1
MTA3
BRMS1
ING1
SUDS3
BRMS1L
LIN52
H2AC1
H2AW
PHF12
PIK3CD
P3R3URF
PIP4P2
P3R3URF-PIK3R3
DAB1
PIK3R6
PIP5KL1
PIP4P1
PIK3R5
PIK3AP1
GFRA4
KISS1R
PIP5K1B
PIP4K2C
CYTH3
PIK3CB
PPID
SLC25A31
CCDC83
SLC25A6
FKBP4
PTGES3
SLC25A4
VDAC3
PPIF
SLC25A5
STIP1
TCAF2C
CDC37
S100A1
VDAC2
PCBP4
MTOR
EIF4EBP2
PRR5L
PRR5
K7ERJ3_HUMAN
RRAGA
LAMTOR4
RRAGB
RRAGD
RRAGC
DEPTOR
TTI1
CASTOR1
ATG101
SLC38A9
ULK2
LAMTOR3
AKT1S1
SESN3
hCG_1642624
ATM
SWSAP1
PAXX
ZSWIM7
ATMIN
XRCC4
NHEJ1
RAD1
ATRIP
CYREN
NBN
ABRAXAS1
RAD9A
RAD9B
NABP2
HUS1
ENSP00000491596
ERCC4
POLD4
DPP4
MEP1B
NAALAD2
MEP1A
PRCP
DPP7
GIP
PREP
NAALADL1
CLEC4M
SLC5A2
GLP1R
ATRN
DNPEP
XPNPEP2
GPR119
ACE2
PYY
MME
CEBPE
HOXA4
PML
SMPD3
CERS2
PSMB5
PSMD1
PSMD2
PSMB1
PSMB2
KIAA2012
PSMA8
PSME4
PSMD5
PSMD13
POMP
PSMB11
ADRM1
PSME1
PSMD3
PSMD6
PSME2
ECPAS
PSMF1
PSMD11
ARG1
ARG2
AZIN2
ASL
LMLN
SLC7A2
ACY1
HAL
OTC
ODC1
H7C0S8_HUMAN
SMS
GATM
NOS2
SRM
CRYM
OAT
NOS1
PAOX
NAGS
C22orf31
SINHCAF
DNTTIP1
ELMSAN1
C16orf87
SAP30L
CIR1
CDK2AP1
GSE1
TSPO
TSPOAP1
ACBD3
STAR
FAM189A2
L3HYPDH
DBI
B4DFI2_HUMAN
RIMBP2
RIMBP3B
TMC1
SLC18B1
RIMBP3C
CYP11A1
VDAC1
SLC7A11
CISD1
GPX4
SLC3A2
NCOA4
MCU
GK2
SPNS2
TAFA5
GPBAR1
OLFML1
CERS1
RAD51
SFR1
SWI5
SPIDR
RNF212
XRCC2
MND1
FANCF
PSMC3IP
RMI2
MSH4
BLM
GPR61
GPR62
NPW
NPBWR2
PAQR7
NPB
GALR3
GALR2
NPBWR1
NPY4R
PAQR8
NMS
NMU
NPY5R
SSTR1
MCHR2
PITPNM3
SRD5A2
HSD17B6
SRD5A1
SRD5A3
HSD17B2
AKR1C4
FAM13C
AKR1C2
AKR1D1
AKR1C1
CYP11B1
AKR1C3
UGT2B15
HSD17B3
CYP21A2
UGT2B28
UGT2B17
UGT2B11
CYP11B2
UGT2A2
MEN1
H0YIS7_HUMAN
HCFC2
FOXN3
ARMC5
C17orf49
PSIP1
F5H5T6_HUMAN
TMEM127
GCM2
KMT2B
WDR5B
PYGO2
TASP1
ASH2L
GPR101
HCFC1
LOC101059915
VCP
SVIP
UBXN10
FAM104A
UBXN2A
ZFAND1
VCPKMT
UBXN8
UBXN2B
UBXN6
UBXN4
ASPSCR1
RHBDD1
ZFAND2B
NGLY1
YOD1
TMEM129
DERL2
TTC26
DERL3
DNM1
MIEF2
SNX33
SNX9
DNM3
PACSIN1
PEX11A
AMPH
SH3GL2
PACSIN2
OR5M8
SH3GL3
CLTB
DNMBP
SYNJ1
FIS1
SH3GL1
PEX11B
ITSN1
TULP1
PKM
KDM8
PGAM4
NUDT2
KLF5
ESRRB
PIBF1
ISX
CPT1B
CEBPD
WWP1
TFCP2L1
CPT1C
NAB1
DPPA5
UTF1
FGFBP1
PDGFA
CEBPA
CEBPB
UCP3
USP14
TRIM14
QTRT1
USP6
UCHL5
USP13
SH3GLB1
OTUD6A
SEM1
USP2
OTUB2
USP46
USP5
NR3C1
TSC22D3
HSD11B2
CRHBP
CRHR1-2
PTMS
NR3C2
PER2
SERPINA6
SKA2
CRH
GLCCI1
GRIP1
RAD54L2
RLN2
MCL1
BOK
IER3
USP17L2
BCL2L11
ATG12
DIABLO-2
ATF5
AURKB
AURKC
AURKA
LOC102723971
C19orf85
INCENP
HASPIN
NDC80
KIF2C
PTTG2
BORA
SGO1
BIRC5
BUB1B
BUB1
KIF11
BCR
ABL1
DOK1
SH2D5
EVPL
STAT5B
STAT5A
VPREB1
AFF1
PIK3R1
MGMT
ENSP00000493052
MPG
HIC1
RASSF1
PCDHGA11
OGG1
ZBTB38
ZBTB4
PMS2
CHFR
SEPTIN9
ALKBH1
RAPSN
MLH1
FHIT
DAPK1
BICRA
GSK3B
GSKIP
FRAT1
FRAT2
CTNNBIP1
AMER1
PRUNE1
APC2
CREB3L2
PARD6G
TBC1D7
CREB3L4
PARD6B
PPP1R2
ANKRD6
CREB3L1
LRP6
PLK1
MEIKIN
SLK
CEP152
NEDD1
SGO2
CPEB2
FAM53C
CEP72
CEP63
SKA1
SKA3
CEP76
B9D2
KIF2B
CPEB3
PDGFRB
KDR
FLT1
PDGFRA
FLT3
ANGPT4
PDGFC
PDGFD
PGF
VEGFD
EFNA3
VEGFB
EFNA2
EFNA1
MAP2K1
MAP2K2
KSR2
KSR1
MAP3K8
RNF187
ADM5
CNKSR1
ARAF
PPP2R1B
MAP3K4
FAM114A2
WDR83
RAF1
KIAA1549
RNASE9
PRKCD
PIK3CG
PIK3CA
PIK3R2
IRS4
PIP4K2B
PIP5K1A
PLK3
DBF4B
CDC14C
CDC14B
TDRP
DBF4
CDC14A
FBXO43
RAD21L1
CCNB3
CCNB2
SHB
SH2D2A
NRP2
BRAF
SMIM10
SPRY4
NRAS
HSP90B1
CNPY3
ERP29
EDEM1
LRP1
CNPY4
SDF2L1
HYOU1
DNAJB11
HEBP2
BECN2
BCL2L14
NR1H2
NR1H3
MED12L
PAX8
MED16
PPARD
MED13L
MED30
NR1H4
THRB
AJUBA
C11orf49
SOAT2
IGFBP6
F2RL3
LPAR3
LPAR2
PROC
F2RL2
PRSS3
CHRM2
PRSS1
CHRM1
LPAR1
PITRM1
UTS2B
ARRDC3
LPAR5
HOXB4
RERE
RILPL1
SCGB3A1
ACER3
KDSR
PLPP2
ACAT1
OXCT2
ACOT12
OXCT1
MLYCD
ALDH6A1
BDH1
ACADSB
HMGCLL1
ACADS
ACAA1
HMGCL
HADH
RIPK1
ZBP1
CRADD
PELI1
SPATA2
CASP10
CARD6
USP21
TRAF5
RNF216
RBCK1
TRADD
OTUD1
TAB3
SHARPIN
PGAM5
RNF31
MLKL
TICAM2
CNR2
GJE1
ZC3H12D
GPR55
GPR18
IL17C
OXGR1
NAPEPLD
OR13H1
GJC1
DAGLA
GJC2
SUCNR1
DAGLB
MTNR1A
PCDHB1
FAAH
HCAR2
MDM2
BANP
RCHY1
TP73
HIPK2
JMY
MDM4
LATS2
USP42
GADD45A
ZMAT3
H0YIV9_HUMAN
ABHD12
IAH1
ABHD6
GDE1
GATB
ABHD4
NAAA
PLAAT5
TMEM109
PTRH1
CLEC11A
ANGPT2
IKBKB
IKBIP
GPR83
BCL10
MALT1
NLRX1
TRAF3IP2
PELI3
TBKBP1
TRIM40
CUEDC2
NLRC5
PELI2
USP17L25
USP40
USP17L28
USP17L29
USP17L27
USP17L30
USP17L26
USP17L24
USP25
USP48
USP28
JOSD1
HSPA1B
HSPA1A
HSPA1L
LOC102723655
BAG5
BAG2
DNAJB4
BAG4
DNAJB1
DNAJA1
DNAJB6
DNAJA4
HSPH1
DNAJC7
HSPA6
HSPB1
THEM4
NOXA1
TCL1B
MAPK3
NOXO1
PDE4D
PDE4B
PDE4A
TMEM249
AKAP6
ENPP3
ADCY7
PDE8A
ADCY9
TMEM262
RAPGEF3
AKAP1
ADCY4
DCK
ENPP1
EZH2
TINCR
EPOP
LCOR
MTF2
AEBP2
PHF19
PHC2
PCGF5
SCML2
CBX6
PHC1
CBX7
PCGF1
YY2
PCGF3
PCGF2
PHF1
CBX2
ARF1
CYTH2
PLEKHA3
PLEKHA8
IQSEC1
AGAP1
CYTH1
ARFIP2
SMCR8
ARHGAP21
AP1S3
IQSEC2
ARFIP1
ARFGAP1
ARFGAP3
ASAP1
WASF3
GGA1
SIRT2
NADK2
ATAT1
BST1
MSC
NNMT
BAHD1
CRYBG1
NNT
NMNAT2
SIRT4
NUDT12
NMNAT1
NADSYN1
ANKLE2
PNP
PSENEN
APH1A
NCSTN
PSEN1
APH1B
GSAP
RHBDL2
PSEN2
TMED10
DTX4
MMEL1
DTX2
BACE2
HM13
DTX1
APEH
BACE1
NOTCH4
ADAM10
APLP2
MDM1
EID1
RASSF5
MTBP
SLC35E3
RFWD3
RASSF6
NXPE1
GORAB
PHLDB3
PLA2G4A
PAFAH2
TMEM86B
PLB1
GDPD1
GDPD3
PAFAH1B2
PTDSS2
PLA2G15
ENPP6
PNPLA7
PTP4A3
C11orf96
CNNM3
FAM71C
PLEKHJ1
FAM214B
JAM2
TMEM268
TMEM159
CNNM4
ZNF699
PTP4A2
MYOZ3
C2orf66
C11orf53
ZNF8
CCN6
RAB38
PTS
ARF5
RFX7
LDB1
NWD1
FAM163B
ALDH3B2
BAIAP2L1
CACNG3
TMEM132A
DVL2
RPAP3
SKAP2
PRSS21
HOXA11
CX3CL1
TRAPPC6A
WDR54
CEACAM7
RHBDD2
PRKDC
PIK3C2G
ZNF354C
MIIP
TRIM50
HDAC11
TPPP
ATXN3L
ATXN3
SEPTIN7
APOBEC3G
PRR9
MBD3L2B
EIF4G1
EIF4E
EIF4A2
EIF4EBP3
MKNK1
MIF4GD
PABPC1L2A
EIF4G3
EIF4E2
PAIP1
PABPC4L
PABPC1L
EIF4EBP1
PABPC5
EIF4E3
EIF4E1B
EIF5
PABPC3
EIF4G2
XPO1
PKIA
NXF3
MLXIP
CBY1
BACH1
XPO4
ANP32A
NXT1
XPO7
RANBP3
ANP32B
RANBP17
SERTAD2
NUP42
PHAX
XPOT
TNFSF13
JAK2
IL17D
PRLR
MPL
CRLF2
IL23A
SOCS4
IL13RA1
CLCF1
SOCS6
CHRNB4
NAE1
UBE2F
DCUN1D3
DCUN1D2
DCUN1D1
FBXO27
SENP8
KBTBD13
KLHL11
UBA3
NEURL2
DCUN1D5
FBXO17
BTBD6
FBXO10
ASB17
DCUN1D4
MEI1
FBXW10
UBE2M
PDK2
NIPSNAP3B
FOXD4
SYT12
PDP2
PDK1
PDK3
PDHB
DLAT
PDHX
HSFX3
PHF24
KIF3C
DCXR
PDP1
PDK4
ZNF575
PDHA1
DNAJB8
DNAJB5
DNAJB2
DNAJC5B
HSPA12B
SIRT1
AKIP1
RPS19BP1
CLOCK
CDKL1
ARNTL
SIRT7
PLD2
CDS2
PLD4
CDS1
SELENOI
PLD3
PLPP5
TMEM189
CHPT1
PLPP4
PTDSS1
PEMT
LPCAT4
MBOAT2
CASP6
CASP7
CASP3
DFFB
DFFA
BIRC7
TNFRSF21
PIGU
CAPNS2
GSDME
PIGS
CASP2
GAS2
CASP9
STK3
TUSC2
STK4
HIP1
GSDMD
PARP4
PARP3
OR1K1
OR4D9
RASAL2
AMZ1
OR6T1
RASA2
OR52W1
NKAIN4
SPRED3
RASA4
OR2AT4
SPRED2
MRAS
RASA3
M0R036_HUMAN
RASGRP1
RRAS2
NAMPT
NAPRT
NMRK1
GPR1
SERPINA12
ITLN1
NMRK2
ADIPOR2
RARRES2
NMNAT3
CMKLR1
NT5C2
NPM1
NPM3
NPM2
SENP5
FRS3
MLF1
NEPRO
WDCP
CCDC137
BAALC
SURF6
FRS2
RPP40
MID1
ZC3HC1
SENP3
RIOX1
ASXL1
IGF1R
INSR
INS-IGF2
TLE7
INSRR
IRS4-2
MAFA
KL
GRB10
CMPK1
CMPK2
UCK2
SLC28A1
SLC28A3
CDA
DUT
TERT
ACD
SULT1E1
WRAP53
TEN1
CTC1
POT1
LSM11
CLPTM1L
TINF2
PLEKHS1
MKRN1
ZNF208
TENT2
TCF7L1
ZNF676
SMG6
PHLDB1
H2AC15
PARP1
PARP2
HPF1
ADPRHL2
PARP16
POLB
PARG
MACROD1
OARD1
RNF146
PARP15
PARP11
PARP10
PARP12
TIPARP
XPC
PARP14
CA9
SLC49A4
SLC16A4
SLC16A3
CA12
HILPDA
EGLN3
HIF1AN
CA14
TECR
HIF3A
RHCG
CYP24A1
EGLN2
ARNT
DNAJB7
NDUFA4L2
VHL
EGLN1
CA4
TNIP2
MAP2K4
OR9A2
MAP3K14
C12orf71
IKBKG
AKT3
CHUK
FRY
LOC647264
AKT2
NFKB2
TRERF1
CAB39L
ZNF735
ZNF736
TRIM60
RABGGTB
HEYL
SYK
LAT2
LILRA5
SH3BP2
LILRB5
LILRA6
V9GYV3_HUMAN
LAT
MPIG6B
CLEC6A
OSCAR
CLEC1B
LILRA2
LILRA1
CLEC4E
BLNK
HCST
SPTLC3
SPTLC2
SPTLC1
SPTSSA
SPTSSB
ORMDL2
ORMDL1
GOLGA7
ORMDL3
ZDHHC9
SPC24
SHCBP1
DEPDC1
SPC25
PIMREG
KIF18B
CENPM
OIP5
OR4K15
CCDC179
TSHR
LAP3
ANPEP
NPEPPS
GGT6
GGT7
GGT5
GGT1
GGCT
NAT8
GGT2
GSS
CHAC2
PGPEP1
CHAC1
GGT1-2
RNPEP
XPNPEP1
GCLM
EP300
CITED4
CITED1
C3orf62
CITED2
NPAS2
LYL1
MAML2
MAML3
NUTM1
MAML1
MAGEA11
USF2
CDR2
POGK
ZNF316
DIRC1
USP44
RBAK
FBXW11
ENSA
BRSK2
ANGPT1
VEGFC
ABCG2
SLC22A12
SLC17A1
SLC22A11
SLCO1B3
SLC2A9
SLCO1B1
SLC17A3
SLCO2B1
SLC22A8
C19orf48
SLCO1A2
SLC22A9
SLC22A1
SLC22A13
ABCC2
SLC47A2
SLC22A7
SLC22A6
ABCC1
SCARB1
SCARF1
BCO1
CIDEC
TLR6
PDZK1
CETP
OLR1
FABP1
H7C417_HUMAN
SAA1
APOA2
GYPA
APOC3
PLTP
ABCG1
KITLG
SH2B3
ESRRG
OPRM1
ATP6V0A1
RNASEK
MEAK7
ATP6V0E2
TMEM199
ATP6V1G3
ATP6V0E1
ATP6AP1L
ATP6V1E2
CNST
ATP6V0D2
ATP6V1C2
ATP6V0A4
ATP6AP1
ENSP00000498524
ATP6V1G1
ATP6V1C1
ATP6V1D
ATP6V0A2
ATP6AP2
WRNIP1
POLL
NEIL1
FAAP24
RPA3
ASPG
BTBD3
GTF2A1L
C1orf61
FAM49B
U3KQP1_HUMAN
ZBTB34
STON1-GTF2A1L
ERMP1
TUFT1
HOXA7
TRIML1
PPP1R14B
TMEM74B
HOXA10
KIF16B
GZF1
KMT2A
H3C11
H3C6
H3C4
H3C8
H3C10
H3C3
TMEM63C
NBL1
SEPTIN1
KLHL9
KLHL13
ABI1
RIN1
SH3BP1
ABI2
PAG1
GAB3
FLT4
AVEN
PDGFB
SPRY2
RGL3
CNKSR2
CLCN6
FAM131B
RNF130
PRKCE
ALK
ALKAL2
ALKAL1
SHF
MDK
NAPSA
PTN
LTK
PPFIBP1
EML4
TFG
CCDC6
CDK7
CDK9
CDK16
CDK17
CDKL5
CCNYL1
CCNH
CCNK
CCNT2
CCNC
GLYATL1B
CCNJ
CCNT1
CCNL2
CCNA1
CCNJL
MTFP1
INPP5B
PIP5K1C
MET
MACC1
PLXNB3
PLXNB2
PLXNB1
IGKV1D-33
SEMA4D
IGKV1-33
IL32
PTPRJ
LRIG1
SMG5
MORF4L1
HOXA5
CLC
H2AC21
H2BW2
H2BW1
H2BE1
H2AC13
MACROH2A2
LRRK2
DCLK1
CKLF-CMTM1
FAM47E
FAM27E3
MAB21L1
NBEA
CCDC122
ZSCAN18
DCX
TRPM5
TMEM175
RAB29
TUBA1A
MARK1
TUBB6
MSI1
OR2G6
POU2F3
SIGLEC15
STK33
FAM167B
TTC36
LMO1
DLEU7
TEX9
ENSP00000418875
ADAM30
RIC3
SYTL1
FCRL6
TMPRSS11E
PRSS50
C22orf15
RSPH10B2
MAATS1
TUB
SELENOM
SELENOW
GSTA5
GSTA3
MGST2
GSTM4
SELENOH
SELENOV
GSTM5
GSTA4
SELENOT
GSTA2
SEPHS2
GSTM2
SELENOF
ENSP00000490530
ARNT2
AHRR-2
AHRR
ARNTL2
CYP1A1
CYP1A2
CYP1B1
UGT1A6
C11orf74
TXN
QSOX2
TRIM39-RPP21
NXNL2
TXNDC17
NXNL1
SMCP
NXN
QSOX1
GP5
TXNRD3NB
MSRB1
MSRB2
SIVA1
BNIPL
CTSO
KDELR1
ARFGAP2
GBF1
SCYL1
MOGS
COPG2
ADAP1
KDELR3
TMED9
EDC4
NAT9
KIF13B
M0QZ92_HUMAN
COPA
COPE
KDELR2
BRDT
DEFB1
SP140L
PRM3
CAGE1
PMFBP1
LIPI
BRD3
ADAM2
TAF1L
XAGE5
BRD2
TSGA10
PAGE5
TAF7L
SUN5
H4C7
AASDHPPT
H2AB1
H2BC18
H2AJ
H2AC14
NFE4
SAP25
IKBKE
AZI2
SIKE1
LSP1
STING1
TANK
TRIM6
RNF135
TRIM4
CYLD
TRAF2
TRAF3
OTUD5
TICAM1
MAVS
TRIM6-TRIM34
GPS2
ZNF521
NR2C1
NR1D1
MAFK
TBL1Y
SKI
GTF2I
FGFR1
FGFR2
FGFR3
PLCG1
PLCG2
RET
GFRAL
ETV1
ERG
DHX9
KCNH6
SLC45A3
TMPRSS2
EWSR1
FUS
SRSF10
SMIM18
FLII
DUX4
AR
KLK2
NKX3-1
SPINK1
CD99
CBFB
SPOP
KLK3
PERCC1
RNF144A
DCLRE1C
ATP23
POLM
LIG4
HOXB7
ERCC8
RHOA
ARHGAP10
RTKN
ARAP3
PLEKHG6
ARHGAP19
ARHGAP8
NET1
ARHGEF15
ARHGEF28
ARHGDIG
ARHGAP5
ARHGAP20
ARHGEF18-2
MCF2L
ARHGEF18
STARD8
ABR
DESI1
PSMG2
PSMB10
PSMB6
PSMB4
PSMB7
FAM83D
JAK1
IL9R
OSMR
IFNLR1
CDK4
CCND3
FIZ1
SOCS2
ZBTB46
SLAMF1
S1PR1
ZNF683
CD69
GNAI3
GNG2
KLF2
GNAI2
CXCR5
ACKR2
NOTCH1
RFNG
LFNG
MFNG
DTX3
CCN3
NRARP
POGLUT1
DLL3
HES1
HNF4A
BCL9L
BCL9
PYGO1
ONECUT1
TLE1
HNF1B
HNF1A
NR0B2
NLK
NKD1
PDX1
FOXA3
DKK4
MTTP
NKD2
KEAP1
NFE2L2
PMF1-BGLAP
NEIL2
MAFG
MAFF
ENC1
PMF1
DPP3
GCLC
KLHL8
NQO1
KLHL25
SRXN1
USP10
USP24
USP39
USP45
USP26
USP41
USP43
USP29
USP50
DOT1L
MLLT6
MLLT10
H2AC16
H2AC12
H2AC17
H2AC4
H2AC11
C17orf67
ZFP1
MLLT3
MLLT1
H4C15
H4C1
PTK2
ITGA10
DCC
ABO
UNC5B
NEO1
ITGA11
ITGAD
ITGB8
ITGB6
ZFYVE21
NCK2
ASAH2B
ASAH1
PICK1
ICA1
GRIP2
TSPAN7
PRXL2C
PRLHR
DPY19L2
ICA1L
ASIC1
FAM117A
ASIC2
SPATA16
SRR
PRLH
GRIA3
ASIC3
LIN7B
GOPC
GRM7
GLS
DGLUCY
ASPA
AGA
GLS2
OPLAH
CARNS1
